task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,context_used,context_num_files,repo_context_preview,format_used,format_ok,format_reason,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-11039,0,Qwen/Qwen2.5-Coder-7B-Instruct,36f65c6f05c2ab1e3d726d363604ea5bc6308f730aa25c7c9fe40ba6bc80a0b7,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.296628952026367,0.5314323902130127,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,11,0,2,2026-02-17T08:12:26.184411,42
django__django-11049,0,Qwen/Qwen2.5-Coder-7B-Instruct,07a2a5993d857ae63da2e22d96b4c4f356bd77fcd3d372c1e8e49b5ac23f6165,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,5.37267279624939,0.492755651473999,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:12:35.281660,42
django__django-11099,0,Qwen/Qwen2.5-Coder-7B-Instruct,f5b99562de014ce20827aee89e5528a00a02e8affeb1a141015efea7a7ec2a83,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5501680374145508,0.4896564483642578,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:12:46.507604,42
django__django-11133,0,Qwen/Qwen2.5-Coder-7B-Instruct,35a73f880459029f656df5590a037e2d6bb39aa337ac8af97aef2fa11628ebb4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.346831798553467,0.503373384475708,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,5,0,1,2026-02-17T08:12:50.048268,42
django__django-11179,0,Qwen/Qwen2.5-Coder-7B-Instruct,968e6d6a39031377726995878085a63edaf81a73f7ddd5fc8ee76fe03c91f2c4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7203617095947266,0.5330386161804199,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:12:55.205760,42
django__django-11283,0,Qwen/Qwen2.5-Coder-7B-Instruct,9b5b2b4db3235421040f7f03148d8844cb6b0e8077918c68aad0e230e497f4c4,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.663421392440796,0.5309798717498779,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:12:58.574891,42
django__django-11422,0,Qwen/Qwen2.5-Coder-7B-Instruct,1fea7dd4836c21e8bf0c6d43a8f55e1ad89ad26a028189bca8a466e9f3c10b5d,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.510977029800415,0.6216535568237305,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:13:02.388831,42
django__django-11564,0,Qwen/Qwen2.5-Coder-7B-Instruct,5a38a7d81481005c25da2b70bf543ac445ec62c5de671dd0116b44357f86cfe3,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.712184906005859,0.6367335319519043,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
django/utils/log.py
tests/apps/tests.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,10,0,2,2026-02-17T08:13:05.986850,42
django__django-11583,0,Qwen/Qwen2.5-Coder-7B-Instruct,b3b52e5adab2655d4bdefd4302027cd43ba62bce872415f2f10d8074feace85c,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,4.360175848007202,4.360175848007202,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,False,"formatter_exception: Error code: 400 - {'error': {'message': ""'max_tokens' or 'max_completion_tokens' is too large: 2048. This model's maximum context length is 4096 tokens and your request has 2471 input tokens (2048 > 4096 - 2471). None"", 'type': 'BadRequestError', 'param': None, 'code': 400}}",0,0,0,2026-02-17T08:13:15.878861,42
django__django-11620,0,Qwen/Qwen2.5-Coder-7B-Instruct,47b37678c134ce3c89b8141699953c4dcbfbabf91c2d4b53ca12c1eaa8a10243,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6005160808563232,0.534076452255249,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:13:20.249596,42
django__django-11630,0,Qwen/Qwen2.5-Coder-7B-Instruct,bb64b4bcd28ae044278f3b117b6d76558cc8749028756c1b430cb978d87d73a0,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.002681016921997,0.5086426734924316,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,0,1,2026-02-17T08:13:23.940909,42
django__django-11742,0,Qwen/Qwen2.5-Coder-7B-Instruct,e010e253ab859a28dac6599d87141f8b56b4a0e31a59a069a4755e775f83e1d1,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8815739154815674,0.6017346382141113,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,5,0,1,2026-02-17T08:13:26.372210,42
django__django-11797,0,Qwen/Qwen2.5-Coder-7B-Instruct,f13abd95866fb30e79a986507c3ffd429d98bac1467a8e811f6f798232298298,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.5472865104675293,0.5118393898010254,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:13:30.693992,42
django__django-11815,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbb574654e1da7500fc40c1f41856f03f3b47b57b0ad6e3ea6cc2d6a232a7ec,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8266589641571045,0.8694250583648682,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,1,2026-02-17T08:13:38.249408,42
django__django-11848,0,Qwen/Qwen2.5-Coder-7B-Instruct,c1c20a5b301e50140da7f40f6bd3e44d99b12cc87949b93f2d9793cc9cb28b39,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.395005464553833,0.5062177181243896,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:13:42.726972,42
django__django-11905,0,Qwen/Qwen2.5-Coder-7B-Instruct,1727a229644e34af03954dce91e39bb9e56d253f9b06f45481d944e8b455adcc,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.597105503082275,0.6114842891693115,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,14,0,2,2026-02-17T08:13:53.240346,42
django__django-11910,0,Qwen/Qwen2.5-Coder-7B-Instruct,eff2bdc904ab5b1165b8563afecfdda46c123950ddc560ce60c2ea6423982065,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7195158004760742,0.5156772136688232,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:14:03.023431,42
django__django-11964,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd6c1e34f9ad4917dc360ed2cba3420025aed2e9335cd51841a3e40f333f9a64,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4223544597625732,0.5079083442687988,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,1,2026-02-17T08:14:06.930619,42
django__django-11999,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc03e251bb5eb30cf5e3c20ccbb26f2fe397fb9ec2e2c90c2c6f9b8af67c384,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5665125846862793,0.5133566856384277,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,0,1,2026-02-17T08:14:12.229228,42
django__django-12113,0,Qwen/Qwen2.5-Coder-7B-Instruct,4696228dc3f09e318debbb578b71096537e4af59c50e66ce833417f0127216bd,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.733541488647461,1.733541488647461,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,False,"formatter_exception: Error code: 400 - {'error': {'message': ""'max_tokens' or 'max_completion_tokens' is too large: 2048. This model's maximum context length is 4096 tokens and your request has 2079 input tokens (2048 > 4096 - 2079). None"", 'type': 'BadRequestError', 'param': None, 'code': 400}}",0,0,0,2026-02-17T08:14:15.883346,42
django__django-12125,0,Qwen/Qwen2.5-Coder-7B-Instruct,f0b849a95dd3a364068864578f490f062ae6ec43b1f5cc7d1edfc9834fabd468,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.76166296005249,0.5358586311340332,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,6,4,2,2026-02-17T08:14:17.626776,42
django__django-12184,0,Qwen/Qwen2.5-Coder-7B-Instruct,d6a1e849a4e441c9eb7bce39015c60847933af101f90ff9068d1e8ea48e294a9,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.3386683464050293,0.5691008567810059,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,2,2,2,2026-02-17T08:14:29.655433,42
django__django-12284,0,Qwen/Qwen2.5-Coder-7B-Instruct,70658c23a5749123bacce0a3e481f7d3d2d9b1786295e0e8dc79bea6527459fb,B-v2-step2-2,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6952943801879883,0.5543007850646973,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_check_exception:name 'subprocess' is not defined,1,1,1,2026-02-17T08:14:36.862500,42
