task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-11422,0,Qwen/Qwen2.5-Coder-7B-Instruct,1fea7dd4836c21e8bf0c6d43a8f55e1ad89ad26a028189bca8a466e9f3c10b5d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4732351303100586,0.5005772113800049,1,0,1,2026-02-12T20:15:31.357687,42
django__django-11564,0,Qwen/Qwen2.5-Coder-7B-Instruct,5a38a7d81481005c25da2b70bf543ac445ec62c5de671dd0116b44357f86cfe3,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.672757625579834,0.5503909587860107,10,0,2,2026-02-12T20:15:33.332085,42
django__django-11583,0,Qwen/Qwen2.5-Coder-7B-Instruct,b3b52e5adab2655d4bdefd4302027cd43ba62bce872415f2f10d8074feace85c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.252458810806274,0.5359930992126465,9,1,2,2026-02-12T20:15:38.555903,42
django__django-11620,0,Qwen/Qwen2.5-Coder-7B-Instruct,47b37678c134ce3c89b8141699953c4dcbfbabf91c2d4b53ca12c1eaa8a10243,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5648245811462402,0.5478250980377197,1,1,1,2026-02-12T20:15:43.344972,42
django__django-11630,0,Qwen/Qwen2.5-Coder-7B-Instruct,bb64b4bcd28ae044278f3b117b6d76558cc8749028756c1b430cb978d87d73a0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,0.9633612632751465,0.5999438762664795,1,0,1,2026-02-12T20:15:45.458204,42
django__django-11742,0,Qwen/Qwen2.5-Coder-7B-Instruct,e010e253ab859a28dac6599d87141f8b56b4a0e31a59a069a4755e775f83e1d1,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8527448177337646,0.5097157955169678,5,0,1,2026-02-12T20:15:47.022129,42
django__django-11797,0,Qwen/Qwen2.5-Coder-7B-Instruct,f13abd95866fb30e79a986507c3ffd429d98bac1467a8e811f6f798232298298,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.5100677013397217,0.5166118144989014,2,2,2,2026-02-12T20:15:49.385190,42
django__django-11815,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbb574654e1da7500fc40c1f41856f03f3b47b57b0ad6e3ea6cc2d6a232a7ec,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7715673446655273,0.6285176277160645,2,2,1,2026-02-12T20:15:53.412341,42
django__django-11848,0,Qwen/Qwen2.5-Coder-7B-Instruct,c1c20a5b301e50140da7f40f6bd3e44d99b12cc87949b93f2d9793cc9cb28b39,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.3474719524383545,0.5996594429016113,1,1,1,2026-02-12T20:15:55.812836,42
django__django-11905,0,Qwen/Qwen2.5-Coder-7B-Instruct,1727a229644e34af03954dce91e39bb9e56d253f9b06f45481d944e8b455adcc,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.561262607574463,0.499025821685791,14,0,2,2026-02-12T20:15:59.760634,42
django__django-11910,0,Qwen/Qwen2.5-Coder-7B-Instruct,eff2bdc904ab5b1165b8563afecfdda46c123950ddc560ce60c2ea6423982065,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6736624240875244,0.5912437438964844,1,1,1,2026-02-12T20:16:04.821342,42
django__django-11964,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd6c1e34f9ad4917dc360ed2cba3420025aed2e9335cd51841a3e40f333f9a64,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.362291097640991,0.49745750427246094,2,2,1,2026-02-12T20:16:07.086718,42
django__django-11999,0,Qwen/Qwen2.5-Coder-7B-Instruct,2bc03e251bb5eb30cf5e3c20ccbb26f2fe397fb9ec2e2c90c2c6f9b8af67c384,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.532029628753662,0.6665892601013184,2,0,1,2026-02-12T20:16:09.946897,42
django__django-12113,0,Qwen/Qwen2.5-Coder-7B-Instruct,4696228dc3f09e318debbb578b71096537e4af59c50e66ce833417f0127216bd,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6307735443115234,0.4986720085144043,6,0,1,2026-02-12T20:16:12.146014,42
django__django-12125,0,Qwen/Qwen2.5-Coder-7B-Instruct,f0b849a95dd3a364068864578f490f062ae6ec43b1f5cc7d1edfc9834fabd468,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.710646629333496,0.51224684715271,6,4,2,2026-02-12T20:16:14.276046,42
django__django-12184,0,Qwen/Qwen2.5-Coder-7B-Instruct,d6a1e849a4e441c9eb7bce39015c60847933af101f90ff9068d1e8ea48e294a9,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.913322448730469,0.5239231586456299,5,5,2,2026-02-12T20:16:20.499523,42
django__django-12284,0,Qwen/Qwen2.5-Coder-7B-Instruct,70658c23a5749123bacce0a3e481f7d3d2d9b1786295e0e8dc79bea6527459fb,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6536529064178467,0.537186861038208,1,1,1,2026-02-12T20:16:25.937270,42
django__django-12286,0,Qwen/Qwen2.5-Coder-7B-Instruct,1389701604b526901933b83fb2aa28bafeccc24d31c2360b94fb7ee4354372a7,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.3286030292510986,0.5561261177062988,2,2,2,2026-02-12T20:16:28.128538,42
django__django-12308,0,Qwen/Qwen2.5-Coder-7B-Instruct,7fb17b8859349c66b62fe15a4bbca4ea4d43562aee6b7fcb73d451b708afd617,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.653717279434204,0.5516939163208008,3,0,1,2026-02-12T20:16:32.013806,42
django__django-12453,0,Qwen/Qwen2.5-Coder-7B-Instruct,dee2d42b99843dbc282bc24dc384ab64c2c2d5e5703bcd890c440e3a1a7352fd,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.463249683380127,0.5929286479949951,4,3,1,2026-02-12T20:16:34.219690,42
django__django-12470,0,Qwen/Qwen2.5-Coder-7B-Instruct,eb6e4eb0024875006150c96024d1ea24c103b1e8ef2a7be9f17473456777f745,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6029253005981445,0.5196070671081543,2,2,1,2026-02-12T20:16:37.276429,42
django__django-12497,0,Qwen/Qwen2.5-Coder-7B-Instruct,41503ed40290630d73059b6ca6a77bdafdbe3abeb854c3aba414c44f8a4d8166,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.1841115951538086,0.506537914276123,1,1,1,2026-02-12T20:16:39.399603,42
django__django-12589,0,Qwen/Qwen2.5-Coder-7B-Instruct,b673ac16d880c57ecf63b70ee06818086eca490a0f9bbf8cfd4ff294303b2a70,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8265302181243896,0.49704623222351074,1,0,1,2026-02-12T20:16:42.090915,42
django__django-12700,0,Qwen/Qwen2.5-Coder-7B-Instruct,c6cac01882d03c678caf4492491bb83ab3bde2ee13dff5058816dfb6bdb6c7d8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.494847059249878,0.5232455730438232,15,1,1,2026-02-12T20:16:44.415032,42
django__django-12708,0,Qwen/Qwen2.5-Coder-7B-Instruct,96d3caf05412ebebea4363c8d129afd836c65135cac1b930cea3c1121530cfdf,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.784125804901123,0.4884684085845947,1,1,1,2026-02-12T20:16:48.433542,42
django__django-12747,0,Qwen/Qwen2.5-Coder-7B-Instruct,0d49b300bd22b6da7ff43c81c5de82b832ddab20bb129cd45b7bc5a173fe09bd,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5563817024230957,0.4807109832763672,1,1,1,2026-02-12T20:16:50.706724,42
django__django-12856,0,Qwen/Qwen2.5-Coder-7B-Instruct,718db93b9ce35c3b1aced62d70654597f8fa57d79dc37139e8854ef870f2a816,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.280606031417847,0.5265295505523682,10,1,1,2026-02-12T20:16:52.744410,42
django__django-12908,0,Qwen/Qwen2.5-Coder-7B-Instruct,2864def1c5c63d007bbdf37e653555dfa962ab756d7aa4d23b9ae5c821110994,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.829345703125,0.5266423225402832,3,0,1,2026-02-12T20:16:57.552152,42
django__django-12915,0,Qwen/Qwen2.5-Coder-7B-Instruct,b756bfd454e58629f510f5894215262612242789899c100d178ce3433cb771b8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6129930019378662,0.4914364814758301,5,0,1,2026-02-12T20:17:00.908710,42
django__django-12983,0,Qwen/Qwen2.5-Coder-7B-Instruct,78ca97187344946d3632f8de6def7584dd10d6e89d60fcd9070e1671de66eb03,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.9561703205108643,0.5055646896362305,3,0,1,2026-02-12T20:17:03.013747,42
django__django-13028,0,Qwen/Qwen2.5-Coder-7B-Instruct,5730688a3439ae8ae8f807f3e8d55017a6357e0fee27040c65a13afe84851f22,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7985963821411133,0.5938334465026855,1,1,1,2026-02-12T20:17:06.476129,42
django__django-13033,0,Qwen/Qwen2.5-Coder-7B-Instruct,aa1e4661ff7885e9973ede8b0535cb7e5d43a35efc3dd3e103f68e477ed3e8b1,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4798846244812012,0.8437135219573975,1,0,1,2026-02-12T20:17:08.869007,42
django__django-13158,0,Qwen/Qwen2.5-Coder-7B-Instruct,067773206f404be3b46e4e79e5cff04ccc2070ec2cc121d3382fb7eb98f38048,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.0724146366119385,0.5019516944885254,2,2,2,2026-02-12T20:17:11.193080,42
django__django-13220,0,Qwen/Qwen2.5-Coder-7B-Instruct,09d2e4ea7fcf7bf82a223c43859795ceeaa04459a7916ba0db8a7a133c8779fd,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.0122854709625244,0.6834006309509277,7,0,1,2026-02-12T20:17:14.767916,42
django__django-13230,0,Qwen/Qwen2.5-Coder-7B-Instruct,03a0c608206cf285a4a33e869bec042bbd7610c5d4592aae28929a5a01a313f3,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.130690097808838,0.49929237365722656,2,0,1,2026-02-12T20:17:17.464221,42
django__django-13265,0,Qwen/Qwen2.5-Coder-7B-Instruct,9ac7501dfa880ffc6b51ba0b52cd1eef1eee89c0ab38310e63702ed9b7f69cf0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_path_missing,1,3.012420892715454,0.5435807704925537,5,5,1,2026-02-12T20:17:20.094837,42
django__django-13315,0,Qwen/Qwen2.5-Coder-7B-Instruct,7acf4f781d66d8345ce74b8943dc5b70be74174a75c2e5c09d0db15835e40dd0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.2480621337890625,0.5498216152191162,2,2,2,2026-02-12T20:17:23.651313,42
django__django-13321,0,Qwen/Qwen2.5-Coder-7B-Instruct,4709d8cc1ee92af35df784074ea157c675594c37c416b8e244431c9e5ebfad8a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.819289207458496,0.5266191959381104,3,1,1,2026-02-12T20:17:27.449614,42
django__django-13401,0,Qwen/Qwen2.5-Coder-7B-Instruct,6dc7d0b16882453ee8d24aa56504cd0911611bd28db88de5afc95dd91ae53716,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.4940736293792725,0.5178658962249756,3,0,1,2026-02-12T20:17:29.795945,42
django__django-13447,0,Qwen/Qwen2.5-Coder-7B-Instruct,e0fd9d24e67133d03403ee7d311cd30154b9863ee464e18f6296f3c87b70134d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.8804080486297607,0.5852599143981934,19,0,2,2026-02-12T20:17:32.808487,42
django__django-13448,0,Qwen/Qwen2.5-Coder-7B-Instruct,92bf4ddaffc67ca28bdba2a212fc3a9b13890e66e83947b12c2ad2fb6563796c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.250983715057373,0.5597836971282959,3,2,2,2026-02-12T20:17:37.274619,42
django__django-13551,0,Qwen/Qwen2.5-Coder-7B-Instruct,fc09ab2532656166865d5ab57a9eb1bdf531c133e36965c390d1ff9095f6c49d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7879116535186768,0.5391252040863037,2,1,1,2026-02-12T20:17:41.085995,42
django__django-13590,0,Qwen/Qwen2.5-Coder-7B-Instruct,fa0be1efc6b56bcde5990faebb27411489ff762152433349d9234bf7425e77ec,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4270563125610352,0.5320472717285156,1,1,1,2026-02-12T20:17:43.413469,42
django__django-13658,0,Qwen/Qwen2.5-Coder-7B-Instruct,2528e5ccf387c1c4fa275848c214adb499660191ec6d3b21ba97695f16a9011a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.622856855392456,0.5026319026947021,2,2,1,2026-02-12T20:17:45.373166,42
django__django-13660,0,Qwen/Qwen2.5-Coder-7B-Instruct,5cdc6413824b8a2e8b3ee6179ab219a6e3f5d8597d06da07a4242627a07592f5,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.599301815032959,0.5008113384246826,1,1,1,2026-02-12T20:17:48.499116,42
django__django-13710,0,Qwen/Qwen2.5-Coder-7B-Instruct,16a1b18465be237520afc5c3173a110610df320221441b123ab30e0dd1814c38,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.886646032333374,0.73911452293396,1,0,1,2026-02-12T20:17:50.599661,42
django__django-13757,0,Qwen/Qwen2.5-Coder-7B-Instruct,4c170b96a3b37b9b54b2ba58f5c9a9bd12a4ec7cf0f8091d7d01ad7b4f7a2729,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.159186601638794,0.6857047080993652,1,1,1,2026-02-12T20:17:53.226014,42
django__django-13768,0,Qwen/Qwen2.5-Coder-7B-Instruct,41600b743e993c8fea8ad3984a00e920db8f8249e408a3251f65a2b1394b9083,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7964446544647217,0.5095834732055664,2,0,1,2026-02-12T20:17:55.071391,42
django__django-13925,0,Qwen/Qwen2.5-Coder-7B-Instruct,52b3d69b52a350c5e76f6c9f64b29917b4d09fdf4137f9481a9ed607a661e2b0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.0016512870788574,0.5149862766265869,1,0,1,2026-02-12T20:17:57.378089,42
django__django-13933,0,Qwen/Qwen2.5-Coder-7B-Instruct,282aa826a64985b49d6ec6e18d6e5fbe479c7302cedb22bb71003db4a9c20cac,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5065038204193115,0.4933743476867676,1,1,1,2026-02-12T20:17:58.895210,42
django__django-13964,0,Qwen/Qwen2.5-Coder-7B-Instruct,80dc4582f20b64d6480eae3859bf8411bfa97a2c93fc591473ea4d76d95187cc,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.406759262084961,0.8340833187103271,1,0,1,2026-02-12T20:18:00.895707,42
django__django-14016,0,Qwen/Qwen2.5-Coder-7B-Instruct,0fd60eec5416d3e85dea0a0fadcb40152c9b9c880585b83a535b034cdf61da20,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.0136470794677734,0.5132193565368652,2,1,1,2026-02-12T20:18:03.137281,42
django__django-14017,0,Qwen/Qwen2.5-Coder-7B-Instruct,31c7d760010385cbc142a1cd8c2381f892cb4c2db7cf092f81e64e86903a98b6,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4568135738372803,0.8323583602905273,3,0,1,2026-02-12T20:18:05.664694,42
django__django-14155,0,Qwen/Qwen2.5-Coder-7B-Instruct,063cae90953d7a91366821f52da9ac5e7045569c2714e65025ddba6ad5e05ae3,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.0842087268829346,0.5227787494659424,5,0,1,2026-02-12T20:18:07.954532,42
django__django-14238,0,Qwen/Qwen2.5-Coder-7B-Instruct,e17ca3471a1da3b04dc7d1fd7db914e0314a53c2087345d337172ffa740bc962,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.725555181503296,0.7080566883087158,2,2,2,2026-02-12T20:18:10.562102,42
django__django-14382,0,Qwen/Qwen2.5-Coder-7B-Instruct,8a7d1eca29d48367065d85a9b83e2e65da2d8f64831f464c38ccce3026f2689e,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.5573720932006836,0.5099582672119141,1,1,1,2026-02-12T20:18:13.996180,42
django__django-14411,0,Qwen/Qwen2.5-Coder-7B-Instruct,71f8fdfc2e0440b2f4981f8fcd842adae681a7bad5d38deb85c6493f3b5299ea,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,0.9576096534729004,0.4939849376678467,1,1,1,2026-02-12T20:18:16.064100,42
django__django-14534,0,Qwen/Qwen2.5-Coder-7B-Instruct,d88e2ad1688f9b582a0dec63ace96fca3947f7ce5a8fd8c850ebd4ea965e8ca8,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.1471350193023682,0.6905176639556885,1,1,1,2026-02-12T20:18:17.516383,42
django__django-14580,0,Qwen/Qwen2.5-Coder-7B-Instruct,cc1c5a56121084f4dbb9398fed2c3a89b97c3eedd96f1bbe0928d0baea807838,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.058440923690796,0.5269742012023926,4,2,1,2026-02-12T20:18:19.354648,42
django__django-14608,0,Qwen/Qwen2.5-Coder-7B-Instruct,7353698aae63e8a15948cbcaa8d62f52d8ce7495b10e708cb0e4198a266e9028,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6084270477294922,0.5132253170013428,1,0,1,2026-02-12T20:18:23.940516,42
django__django-14667,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d368167006727531badf48b364a91bfa04123de861cdc9d52dec1976999640,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.5257062911987305,0.829411506652832,3,0,1,2026-02-12T20:18:26.062738,42
django__django-14672,0,Qwen/Qwen2.5-Coder-7B-Instruct,f2fa6df4a3076abaf5f64f72a726ec30e6e9151d01b1964d7a325cf14e287e99,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.03924727439880371,0.03924727439880371,0,0,0,2026-02-12T20:18:29.418461,42
django__django-14730,0,Qwen/Qwen2.5-Coder-7B-Instruct,0c746a5db6d624d78e55d81daa6ee3c3f217ee3f592b2e664d42c1551d03097e,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.600947618484497,0.5582396984100342,3,0,1,2026-02-12T20:18:29.457966,42
django__django-14752,0,Qwen/Qwen2.5-Coder-7B-Instruct,33d3f259de4de68aa2301b73821928d97da44d5ee04fa33a4e709b9a59ddc43c,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.441110372543335,0.501945972442627,14,8,1,2026-02-12T20:18:31.617771,42
django__django-14787,0,Qwen/Qwen2.5-Coder-7B-Instruct,08b0cf03c26de17df153e6099bc2f252b36505b732f0049d6633f344e5e87de9,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.9227445125579834,0.5155606269836426,2,0,1,2026-02-12T20:18:36.561237,42
django__django-14855,0,Qwen/Qwen2.5-Coder-7B-Instruct,1d8e22dcb12c2802acdd0aff7a0f61b800ed9c61e84bf3f3eddcd8152786ec55,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4772205352783203,0.6416211128234863,1,1,1,2026-02-12T20:18:39.000130,42
django__django-14915,0,Qwen/Qwen2.5-Coder-7B-Instruct,9253f797ab6d7fa867691d9dc76deba7068a06a02dbb5a04dcd2033b19f25dcc,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.302103281021118,0.5590367317199707,5,1,1,2026-02-12T20:18:41.119543,42
django__django-14997,0,Qwen/Qwen2.5-Coder-7B-Instruct,23cd420e4895a0606d67f8c6f53249f6453e0629e2aa4e264178e08bc231c06a,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.04097747802734375,0.04097747802734375,0,0,0,2026-02-12T20:18:43.981262,42
django__django-14999,0,Qwen/Qwen2.5-Coder-7B-Instruct,c8b12719bfe095c3166423ef7f622ec57ce552b828a3ff6eafe21b240e81639d,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.001481294631958,0.5108556747436523,2,0,1,2026-02-12T20:18:44.022506,42
django__django-15061,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d756cbec3d799061d6354b4171f70656c9b5550175107bfce2677f87777ee4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6824820041656494,0.609278678894043,0,1,1,2026-02-12T20:18:46.535454,42
